workerid,img_order,kind,selection,id,type,order,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
7,"[u'bad', u'good']",critical,competitor,cat,looks like,9,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,competitor,horse,looks like,10,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,target,house,looks like,11,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,null,control,left,control_3,left,12,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,competitor,hedgehog,looks like,13,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,competitor,monkey,looks like,14,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,competitor,reindeer,looks like,15,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,null,control,left,control_4,right,16,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,target,waspsnest,looks like,17,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,target,skateboard,looks like,18,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,target,tadpole,looks like,19,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'bad', u'good']",critical,competitor,railroad,looks like,20,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,competitor,spoon,looks like,21,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'bad', u'good']",critical,target,sundial,looks like,22,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'bad', u'good']",critical,target,shark,looks like,23,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,target,wheel,looks like,24,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'bad', u'good']",critical,target,rainbow,looks like,25,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,null,control,right,control_2,right,26,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'good', u'bad']",critical,competitor,sailboat,looks like,27,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
7,"[u'bad', u'good']",critical,target,zebra,looks like,28,English,1,Male,44,No,,Confused,.70,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3KIBXJ1WD6TGHSRIC4G5KUYJK3TKOZ,7,Submitted,Thu Nov 29 02:35:01 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:55:01 PST 2018,,,,,,[],"""nottarget""",6.518416666666667
8,"[u'good', u'bad']",critical,competitor,rabbit,looks like,1,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'good', u'bad']",critical,competitor,cake,looks like,2,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,null,control,right,control_4,right,3,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'bad', u'good']",critical,competitor,monkey,looks like,4,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'bad', u'good']",critical,target,baseball,looks like,5,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'good', u'bad']",critical,target,hedgehog,looks like,6,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,null,control,right,control_2,right,7,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'bad', u'good']",critical,competitor,house,looks like,8,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'good', u'bad']",critical,competitor,hammer,looks like,9,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'bad', u'good']",critical,competitor,cat,looks like,10,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'good', u'bad']",critical,competitor,mouse,looks like,11,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
8,"[u'good', u'bad']",critical,target,horse,looks like,12,english,1,Male,49,none,No comments thank you.,Yes,$.50,3,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3WMOAN2SRCWCFILIATUZ7E9VARVVNH,8,Submitted,Thu Nov 29 02:35:47 PST 2018,Wed Nov 28 09:47:33 PST 2018,Wed Nov 28 09:55:47 PST 2018,,,,,,[],"""symmetric""",2.4303833333333333
